revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
8437,I6ffb05d1629974b8d8bf64dfff4b2505d519210f,https://git.eclipse.org/r/#/c/8437,2,38534405522c370d8c63442371629f0c66b7a5d7,f2258a6bb1a648cc932e90d1a5e64159c10d93e8,1,30/10/12,04/11/12,5,Suppress discouraged access warnings in tests,"Suppress discouraged access warnings in tests

There's not much we can do about them there.

Change-Id: I6ffb05d1629974b8d8bf64dfff4b2505d519210f",0,0,0,0,0,1,1,0,0
8438,Ie71014d960ea62caf48d2b41110af7348050543d,https://git.eclipse.org/r/#/c/8438,1,96da856eaabdfbf0939565b547e2588e8defdeeb,2adf367d1ce87e5b3794859bc4c57744a6a5ca9b,0,30/10/12,31/10/12,1,Fix missing export warning in MANIFEST.MF,"Fix missing export warning in MANIFEST.MF

""This plug-in does not export all of its packages""

Change-Id: Ie71014d960ea62caf48d2b41110af7348050543d",0,0,0,0,0,1,1,NA,NA
8442,I56027b2f858ce542ef55a4e6a5c5d88d8c82577b,https://git.eclipse.org/r/#/c/8442,1,0073d313737a41db8a57849423d2fd0a4296f5d1,d97852d066c6e8a7b4937529b71da64ed1a37a42,1,31/10/12,31/10/12,8,"Fix ""ancestro"" typo","Fix ""ancestro"" typo

Change-Id: I56027b2f858ce542ef55a4e6a5c5d88d8c82577b",1,0,0,1,0,0,1,0,0
8468,I5b08372af787229f90ffd99a3386ff7392452bea,https://git.eclipse.org/r/#/c/8468,1,7fa5f662d0dcf20e78edd823601730cb950efde1,90647ae98ec791ef6afcdb342190b43c3cc913ff,1,01/11/12,01/11/12,1,Added missing copyright entry,"Added missing copyright entry

Change-Id: I5b08372af787229f90ffd99a3386ff7392452bea
Signed-off-by: Dani Megert <Daniel_Megert@ch.ibm.com>",1,0,0,1,0,0,1,0,0
8487,Ied1fa51d3a1ec9136ec270ff8500e08a32629fce,https://git.eclipse.org/r/#/c/8487,5,7b52818164aff77a8ef461e54328a7a61e375bfc,8705f5802c12991e54fb24d4ac2a26d1301c7003,1,02/11/12,11/11/12,184,Use three-way mode of the compare editor,"Use three-way mode of the compare editor

When the user compares versions which are not direct descendants of
each other it is useful to see the content of the common ancestor.
This change introduces the usage of the three-way compare editor.

Three-way compare is still not supported when the user compares folders
or projects. This would have to be implemented in the CompareTreeView.

Change-Id: Ied1fa51d3a1ec9136ec270ff8500e08a32629fce
Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,1,1,0,0,0,1,2,1
8508,Id9b21ab851bb715264c304f08821df5323698d80,https://git.eclipse.org/r/#/c/8508,2,f27a75a8c52bc77a487623981cd4d2f17d80ea4f,aace9c16a3c5d72332a1deb40d588869e15f7d76,1,03/11/12,16/11/12,47,Fix RevisionSyntaxException in the Push wizard,"Fix RevisionSyntaxException in the Push wizard

The refspec panel passed strings like ""master [branch]"" to the revision
parser. The revision parser used to allow garbage after the revision,
but was tightened, which then triggered this bug.

Instead of working with the content proposal label, add a method to get
the corresponding content. Then use this when working with ref specs.

Also just overwrite the combo text when it changes, otherwise the nice
label like ""master [branch]"" is replaced by ""refs/heads/master"", even
though it would not have been necessary.

Another unhandled RevisionSyntaxException was in tryResolveLocalRef,
e.g. when calling completion with ""refs/"".

Bug: 393227
Change-Id: Id9b21ab851bb715264c304f08821df5323698d80",0,0,1,0,0,0,1,0,0
8513,Ib7ede3fc30404739780ccfa0aca54745c77bf164,https://git.eclipse.org/r/#/c/8513,2,ea76dd212cf985f92d9596288002f3ee6f019a06,79e7cef5f03c616b84e55fe39ce35904eb00bfb9,0,05/11/12,05/11/12,1,Properly initialize subscribe when restored by Eclipse.,"Properly initialize subscribe when restored by Eclipse.

This fixes an NPE after starting Eclipse and performing a
synchronize operation.

Bug: 393551
Change-Id: Ib7ede3fc30404739780ccfa0aca54745c77bf164
Signed-off-by: Gunnar Wagenknecht <gunnar@wagenknecht.org>",0,0,0,0,0,0,0,NA,NA
8542,I3921826a34eff58e9785d888445e93401eeeece7,https://git.eclipse.org/r/#/c/8542,2,9ff7a99ce26528c371e0a70a90982669f7834a40,a930999e67498d818a0cd44692535ca1088da74f,0,06/11/12,09/11/12,630,Remove no longer needed org.eclipse.egit.psf-feature,"Remove no longer needed org.eclipse.egit.psf-feature

It was necessary for Eclipse < 3.7 because of bug 244313. Now that 3.5
and 3.6 are no longer supported, we don't need it anymore.

Bug: 365425
Change-Id: I3921826a34eff58e9785d888445e93401eeeece7",0,0,1,0,1,1,1,NA,NA
8543,I25c96554cfacb869d7d36962c1c85559998feec8,https://git.eclipse.org/r/#/c/8543,2,81d18310f7b893f93584f842f2b375a241c77d46,bd1d7592da2e7bfd1ff4ed5060de26b6a33b8f45,0,06/11/12,09/11/12,196,Remove 3.5 (Galileo) and 3.6 (Helios) target platforms,"Remove 3.5 (Galileo) and 3.6 (Helios) target platforms

Bug: 365425
Change-Id: I25c96554cfacb869d7d36962c1c85559998feec8",0,0,1,0,0,1,1,NA,NA
8545,Id708bc56e8d095b168cba329bfe85bbe2fa89a35,https://git.eclipse.org/r/#/c/8545,1,7df27803ae0553030c11737a26c6c58218f370ba,12bffb451126e8b5d9d71345cc3c17a71b0fa167,0,06/11/12,06/11/12,2,"Remove erroneous trailing "" from ""Replace with ref"" dialog title","Remove erroneous trailing "" from ""Replace with ref"" dialog title

Change-Id: Id708bc56e8d095b168cba329bfe85bbe2fa89a35",1,0,0,1,0,0,1,NA,NA
8546,If27c3c990210d30f2fb42c257e9213f7982eaa49,https://git.eclipse.org/r/#/c/8546,1,12bffb451126e8b5d9d71345cc3c17a71b0fa167,8763484c8bc1e1d87fbe8255eb26d8a3de1e79e4,1,06/11/12,08/11/12,48,Don't show full resource path in compare/replace with ref dialogs,"Don't show full resource path in compare/replace with ref dialogs

Otherwise the dialog can get too wide for long paths.

Also fix the title for ""replace with ref"" when multiple resources are
selected.

Bug: 363431
Change-Id: If27c3c990210d30f2fb42c257e9213f7982eaa49",0,0,0,0,0,0,0,0,0
8547,Icdf56dec24459aa66cc9bf8ab70aa957de39c31d,https://git.eclipse.org/r/#/c/8547,2,76540830059f310ebbb0cac78327e2a56498c949,cf09f49dce2ef6367a76b703389e425544c250e0,1,06/11/12,09/11/12,10,[stagingView] Restore previous commit message when amend is deselected,"[stagingView] Restore previous commit message when amend is deselected

Sometimes the user clicks on amend by accident, which would cause the
carefully crafted commit message to be replaced by the amended message.

Now it is saved when selecting amend and restored when deselecting
again. When amend is selected and the user switches to another
repository and then back, the previous commit message can not be
restored as the save state has been overwritten. Oh well.

Bug: 364022
Change-Id: Icdf56dec24459aa66cc9bf8ab70aa957de39c31d",0,0,1,0,0,0,1,0,0
8549,I297d5444c4d8b665bdce588bb114db6ece5decd6,https://git.eclipse.org/r/#/c/8549,2,159549e3f6ce6bae680db31cd5908290b3f86582,b983ca1d9141264e31447a9c12f229d8d90c396a,1,06/11/12,09/11/12,8,Abbreviate commit ID in merge editor labels,"Abbreviate commit ID in merge editor labels

This matches what is done in other compare editors.

Change-Id: I297d5444c4d8b665bdce588bb114db6ece5decd6",0,0,1,0,0,1,1,0,0
8558,I5cd27f79606decca73b7a0977d147c97e06bfaba,https://git.eclipse.org/r/#/c/8558,9,3df37c5f74e5c7f70e6d1526375dda703423ea18,34d15d0a50bcd49ca1e8f8e0313ce4746e03a81d,1,07/11/12,02/12/12,131,Refresh only deltas to the last refresh in IndexDiffCacheEntry,"Refresh only deltas to the last refresh in IndexDiffCacheEntry

This change is a EGit-only implementation of the preceeding changes:
 EGit: Change-Id: I09a4dc7b76c9a106eb15d002c7d626b62061e8a9
 JGit: Change-Id: Ia1eae05793483a3fc837e4e0d28c2a52c5013d0b
 
This has the advantage over the other implementation that it is local to
the location that actually has the performance issue. Also this
implementation allows for the RefsChangedEvents to be handled in
addition to the IndexChangedEvents.

Bug: 393642
Change-Id: I5cd27f79606decca73b7a0977d147c97e06bfaba",0,1,0,0,0,0,1,0,0
8559,Id113b941afa44109b899c17957baa053bd75158f,https://git.eclipse.org/r/#/c/8559,11,5b281a84d976d6440926d4f0cc03913ad34bfc55,b120bad6ab9921bf95990af3008d39bc1f7a8a9a,1,07/11/12,18/01/13,209,Improve support for logical models in Compare With operation,"Improve support for logical models in Compare With operation

When comparing a file with another branch, tag or reference, take the
model providers into account and launch the synchronize perspective
instead of comparing the single, selected file into a compare editor
if this file is part of a model spanning more than one resource.

Bug: 393225
Change-Id: Id113b941afa44109b899c17957baa053bd75158f
Signed-off-by: Gunnar Wagenknecht <gunnar@wagenknecht.org>",0,1,0,0,0,0,1,1,1
8568,I8ea59a4915dee73305285989ff0c6979baa76fe6,https://git.eclipse.org/r/#/c/8568,3,86765088abf6f4799ec17e3d61909eece11ae048,c226bf9df7d1ae4859c9ba6b70f661dca78155c6,0,07/11/12,09/11/12,48,Update egit.psf team project set,"Update egit.psf team project set

Change-Id: I8ea59a4915dee73305285989ff0c6979baa76fe6",0,0,0,1,0,1,1,NA,NA
8569,Ib89e5a5380d30a5120d874f02635aaf8f74b68a5,https://git.eclipse.org/r/#/c/8569,3,53718b067d06e8e8973fbb10200e9ae4daf439c3,991efa74be5b2f0ceb5b564a741989684971be75,1,07/11/12,14/11/12,88,Add Show In support for files in history and commit view,"Add Show In support for files in history and commit view

Bug: 363567
Change-Id: Ib89e5a5380d30a5120d874f02635aaf8f74b68a5",0,0,1,0,0,1,1,0,0
8594,Ia51879450306759654eab9e0fdd7eb64d627a46a,https://git.eclipse.org/r/#/c/8594,1,88e6da85d0f9da47f0e9a2e4d3177f127c906bb0,76e974d4aaf3a7f3d580b020d16283ddf864ed05,0,08/11/12,08/11/12,1,Fix invalid not well-formed plugin.xml,"Fix invalid not well-formed plugin.xml

It's unclear why PDE accepts such mal-formed plugin.xml.

Change-Id: Ia51879450306759654eab9e0fdd7eb64d627a46a
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
8611,Id074c4f987302c3fe1885c9e5fec1d37005bd8f9,https://git.eclipse.org/r/#/c/8611,2,bc66881b55d0c1f916d8cb34bfb7dd93cbc64d68,9a334f7f3198109f23533aee202cfbd198805e8b,0,08/11/12,10/11/12,10,BranchRenameDialog: Test for invalid ref before resolving it,"BranchRenameDialog: Test for invalid ref before resolving it

The revision parser was made stricter in JGit, so resolving ""foo/"" now
throws a RevisionSyntaxException (see also bug 393227).

Fix this by moving the isValidRefName check before the ""ref already
exists"" check.

Bug: 393914
Change-Id: Id074c4f987302c3fe1885c9e5fec1d37005bd8f9",0,0,0,0,0,1,1,NA,NA
8613,I59671cfe1e9833723b05f5af00c89df43211fb1f,https://git.eclipse.org/r/#/c/8613,2,2f2b398cc31dde020022d4b94d4a58e1dafdd743,8301644fcfb01b69623e95d2576a478920c79b67,1,08/11/12,11/11/12,45,[repoView] Move getPath to RepositoryTreeNode and subclasses,"[repoView] Move getPath to RepositoryTreeNode and subclasses

This way, it can be reused outside of the
RepositoriesViewCommandHandler.

Change-Id: I59671cfe1e9833723b05f5af00c89df43211fb1f",0,0,1,0,0,1,1,0,0
8614,I7d986900e713b581b7baa19a8e850a5ee37585a7,https://git.eclipse.org/r/#/c/8614,10,cd0116e71a25fe73d653b4cac8e17fb7d941be32,636881d3f69c3dd157aeddcec5d016f7ea63695b,1,08/11/12,14/01/13,538,[repoView] Add Show In support for resources,"[repoView] Add Show In support for resources

The existing Show In commands for the repository node (History, Reflog,
Properties) are kept as is, as we don't want e.g. the Reflog view to
appear in the Show In menus everywhere.

So this only adds the platform Show In support for the existing
resources in the working dir tree nodes.

To continue to support showing multiple files in the history view, or
files outside of the workspace, we also pass a HistoryPageInput to the
ShowInContext if possible.

Bug: 358936
Change-Id: I7d986900e713b581b7baa19a8e850a5ee37585a7",0,1,0,0,1,1,1,2,1
8637,I69c3e36b74f8eee7755a55ec9f8f4cc42149fef7,https://git.eclipse.org/r/#/c/8637,7,6718e8ba60b23a0a6c9ac4db6472e9bb33d7e985,e1ccb6d62fc194e236cbf569e4670f076c940bbc,0,12/11/12,11/01/13,61,Compare using model provider if possible,"Compare using model provider if possible

The previous implementation of 'asCompareInput' hijacked any comparison
using model providers through the synchronize view. Even when
double-clicking on files that are part of a model, only the ""git"" model
would have been allowed to provide comparison input. This commit
modifies to implementation to prefer the model input if available.

Bug: 393225
Also-by: Gunnar Wagenknecht <gunnar@wagenknecht.org>
Change-Id: I69c3e36b74f8eee7755a55ec9f8f4cc42149fef7",0,1,0,0,0,0,1,NA,NA
8682,I8ec5e098ca7517e6de10bc9db64a7cddccfeb02a,https://git.eclipse.org/r/#/c/8682,1,4db98b0e98a70220b24e7f166d3671f80740e324,3593691a1a1d875a17644edb400b33b5bfbefafa,1,14/11/12,26/11/12,5,Properly release of RevWalk after use,"Properly release of RevWalk after use

Change-Id: I8ec5e098ca7517e6de10bc9db64a7cddccfeb02a",0,0,1,1,0,0,1,0,0
8692,I17ac04228f4cf5a7df0c9066d5d4e853c2ab9fc5,https://git.eclipse.org/r/#/c/8692,1,b84479ac28cdbfbdf5ebbda0b19007ab4e3df903,0bb5449e4335a1205c524488c9589fe179be6ab0,0,14/11/12,14/11/12,2,Increase default SWTBot timeout to 20 seconds,"Increase default SWTBot timeout to 20 seconds

Too many (otherwise good) UI tests are failing because they run into a
timeout, lessening the usefulness of them.

Note that polling is still done each 500 ms as per SWTBot default, so
the tests should not take longer in general.

Bug: 345812
Change-Id: I17ac04228f4cf5a7df0c9066d5d4e853c2ab9fc5",0,0,0,0,0,1,1,NA,NA
8693,I00bf92b16dcf3887d0596c87a386830770b68e28,https://git.eclipse.org/r/#/c/8693,1,b98691c101fc2c974f93646364c3313b0b17ceba,b3fd8d6b8d17e38c7c1fd4d8e8a392d9f168d8db,1,14/11/12,15/11/12,27,[stagingView] Add Show In support for unstaged/staged files,"[stagingView] Add Show In support for unstaged/staged files

Bug: 363567
Change-Id: I00bf92b16dcf3887d0596c87a386830770b68e28",0,0,0,0,0,0,0,0,0
8694,I65601162f7ef506ea270933218601322fde1e929,https://git.eclipse.org/r/#/c/8694,4,aea00ef15369c858adb1641673a0dceeb1516938,38b2ef75cd5453156c4d0dc913be98c218c8be1e,1,14/11/12,28/02/13,4,"[stagingView] Remove ""Replace with File in Git Index"" for modified","[stagingView] Remove ""Replace with File in Git Index"" for modified

The context menu actions ""Replace with File in Git Index"" and ""Replace
with HEAD revision"" in the unstaged changes table have the same result
for MODIFIED files. Showing both is redundant and can confuse newcomers.

Therefore remove the replace with index action, as the other is easier
to understand (the mental model of the user may be that the index only
contains changed files).

Both actions are still shown for PARTIALLY_MODIFIED, where they actually
cause different results.

Change-Id: I65601162f7ef506ea270933218601322fde1e929",0,1,0,0,0,1,1,0,0
8705,I859f5e83a4aabcd4fe4ce28950af417336613ecf,https://git.eclipse.org/r/#/c/8705,2,3bba9fd97e51651085583c0f27e26cac5f8c5cec,6ad0610f35731fcd18bfbcecdff9e99f553aeb20,1,14/11/12,15/11/12,40,Remove redundant implements declarations,"Remove redundant implements declarations

Unlike the change in I3520bc4a9 they are not necessarily illegal.

Change-Id: I859f5e83a4aabcd4fe4ce28950af417336613ecf",0,0,0,0,0,0,0,0,0
8706,Id594dc712bf08d8b04e9340ab154b897b95d0819,https://git.eclipse.org/r/#/c/8706,5,2f843b69f029e5a9dbc7793e136722eab25e8e23,458ced21ad5f5fb79a289b1f89a2ad4b06916843,0,14/11/12,13/01/13,795,Use compiler settings from JGit (mostly),"Use compiler settings from JGit (mostly)

Change-Id: Id594dc712bf08d8b04e9340ab154b897b95d0819",0,1,0,1,1,1,1,NA,NA
8710,If01d41c73737f1fd7299f739eaeb6d94eb0c55f7,https://git.eclipse.org/r/#/c/8710,4,3f6a20a85ed81b331fcd707b8f4971aba7c94289,af01320f611bd77b5092817d8b54f6400efecec8,1,15/11/12,05/12/12,52,Fix ResourceUtil.getResourceForLocation returning folder as IFile,"Fix ResourceUtil.getResourceForLocation returning folder as IFile

IWorkspaceRoot#getFileForLocation returns an IFile when asked with a
folder location. This can later lead to problems because exists()
returns false.

By checking with exists(), ResourceUtil now correctly returns an
IFolder. And it's now actually consistent with its own Javadoc.

This is necessary for I7d986900e713b581b7baa19a8e850a5ee37585a7 to work
with folders.

Change-Id: If01d41c73737f1fd7299f739eaeb6d94eb0c55f7",0,1,0,0,0,1,1,0,0
8721,Id5d533f0843e304ccfdd116b7552bb4fe6dd77d8,https://git.eclipse.org/r/#/c/8721,1,0740a7593262f44551e7f0541aa6f642a7790c8b,b3873d39e2cd292c09800d84cc26b15c1b7cb3f6,1,15/11/12,15/11/12,103,Remove old commented code from RepositoriesView,"Remove old commented code from RepositoriesView

Delete of repositories has been implemented with
Ice562d007d71dd1f3493f3ae748ec5ba21e6330a.

Change-Id: Id5d533f0843e304ccfdd116b7552bb4fe6dd77d8",0,0,0,0,0,0,0,0,0
8722,I6e2710c8b598fce260f046a9ca0815c2854a1d4a,https://git.eclipse.org/r/#/c/8722,1,f0f87455ac94eba1a33b00029064e824fec8743d,13400e29f72bc483e8a790245e5a559429a7b242,1,15/11/12,15/11/12,26,Make GitRepositoriesViewRepoDeletionTest more reliable,"Make GitRepositoriesViewRepoDeletionTest more reliable

Add a job family and use joinJobs instead of waitInUI.

Change-Id: I6e2710c8b598fce260f046a9ca0815c2854a1d4a",0,0,0,0,0,0,0,1,1
8725,Icf74705ac1b71d71b2052973c177e093f914cdba,https://git.eclipse.org/r/#/c/8725,3,0e743660820a95f4e0cd58d760d7005e466fcd4c,39721f77afba92e92e880c5deb66513e0a343bd1,1,15/11/12,25/11/12,67,Enable Show In > Git Repositories for non-workspace files,"Enable Show In > Git Repositories for non-workspace files

By adding an IPath to the selection when the corresponding resource does
not exist in the workspace, we can show them at least in the Git
Repositories view (though not in Navigator).

For this to work in the Staging view, it depends on change
Ifdda37fc51a0cb29145e1c29b09d45317fc068ea so that StagingEntry#getFile()
returns null for non-workspace files.

Bug: 363567
Change-Id: Icf74705ac1b71d71b2052973c177e093f914cdba",0,0,1,0,0,0,1,0,0
8726,Ibfc04680b723ece93b7337065be2743b7043ac16,https://git.eclipse.org/r/#/c/8726,2,a0dae7fc80606c123b9eef2ac7c803f62e1bbe3c,bc75fe89f91723506a46c1377c12b32361d40b17,1,15/11/12,17/01/13,9,[historyView] Remove view setting actions from commit context menu,"[historyView] Remove view setting actions from commit context menu

They are still available from the toolbar menu, just not from the
context menu.

The reason for this is to reduce the menu size. Also, in contrast to all
other actions, they don't ""operate"" on the selected commit but on the
whole view.

Change-Id: Ibfc04680b723ece93b7337065be2743b7043ac16",0,0,0,0,0,1,1,0,0
8727,I4e56160a2e690bd94307527204c51bad311add4c,https://git.eclipse.org/r/#/c/8727,2,b0d044d9d679d526043e7d6ce3721447be33a8ca,65ac299b5f7648eaa708d96743dba5126f525052,1,15/11/12,16/11/12,39,[stagingView] Add Show In to context menu of files,"[stagingView] Add Show In to context menu of files

UIUtils now contains a method for creating the show in menu including
the active key binding. This can later be reused in other places, so
that the key binding is shown everywhere.

Bug: 363567
Change-Id: I4e56160a2e690bd94307527204c51bad311add4c",0,0,0,0,0,1,1,0,0
