revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased,
10302,I3e5de47f609b52dd2dfe8d3cfc3803cee4c46f92,http://review.couchbase.org/#/c/10302,1,2d3b91c900bdeedf7f2e10f283afd0350ebeb247,b935f5c71f6db8cf7f153fe33c0cf34ff3c61c6a,0,23/10/11,23/10/11,6,Update maven dependencies and metadata for more completion and accuracy.,"Update maven dependencies and metadata for more completion and accuracy.

Change-Id: I3e5de47f609b52dd2dfe8d3cfc3803cee4c46f92",0,0,0,1,0,1,1,NA,NA,
10304,I033dcc36ffdb0795463794c2838dad651aeb4e3b,http://review.couchbase.org/#/c/10304,1,b935f5c71f6db8cf7f153fe33c0cf34ff3c61c6a,94a3d0020ebce72bd3d2a86b7a426faf18a16b9e,0,24/10/11,24/10/11,10,Use variables for jar version names,"Use variables for jar version names

I just realized I +2'ed a commit that had these hard coded. The
only place a version number should be hard coded is in the
ivy/library.properties file.

Change-Id: I033dcc36ffdb0795463794c2838dad651aeb4e3b",0,0,0,0,0,1,1,NA,NA,
10328,I209a474cbd3fb153c0c95701e5943aaa2560b5cd,http://review.couchbase.org/#/c/10328,1,7925f60c6f6d847b86cec3b280a73d3fd9250013,af6dc0229c015244e440051a0d5ca30799b4aa2b,1,24/10/11,27/10/11,20,Issue-211: Fix javadoc warnings from tap and vbucket class.,"Issue-211: Fix javadoc warnings from tap and vbucket class.

Change-Id: I209a474cbd3fb153c0c95701e5943aaa2560b5cd",0,0,1,1,0,1,1,0,0,
11099,I383dfcde9b5c1fbd0225e5a5e8ee001e8e3ada60,http://review.couchbase.org/#/c/11099,8,096c386e936b4d0c55f851b720a4e87482502461,cd8f9655d99148c382836bb0a40054fcda6b51f5,1,22/11/11,02/01/12,12588,Removed all Membase and Couchbase support,"Removed all Membase and Couchbase support

We are splitting up this project into three seperate projects.
Each project will support a specific database.

Change-Id: I383dfcde9b5c1fbd0225e5a5e8ee001e8e3ada60",0,1,0,0,1,1,1,-16,0,
11100,I1512cdc6b76409796085ffdf8182a6d73fd4319b,http://review.couchbase.org/#/c/11100,3,8b33be1045b7905fea620a1896163d4b3358ec26,f6ebcbd7d847f3b4f6f66e623e21a540bfcb1d47,0,22/11/11,02/01/12,3,Rewrote javadocs file attachment for mvn-install,"Rewrote javadocs file attachment for mvn-install

This shouldn't have it's own artifact:install function
since it can be included in the one that already exists.

Change-Id: I1512cdc6b76409796085ffdf8182a6d73fd4319b",0,0,0,0,0,1,1,NA,NA,
11101,I65ea6f1aaf6c501e2f7746ec9027f20f517751ec,http://review.couchbase.org/#/c/11101,3,e0fde448c49f02e74a533794b725b049cf2a9e57,c442880924b9352ef10f890b6d547bab7cc76722,0,22/11/11,02/01/12,32,Added variable names for versions to spymemcached.xml,"Added variable names for versions to spymemcached.xml

Change-Id: I65ea6f1aaf6c501e2f7746ec9027f20f517751ec",0,0,0,1,0,1,1,NA,NA,
11102,Ida7f38c0bb94a420e24ec935a3b68e1d70cae6aa,http://review.couchbase.org/#/c/11102,3,806d789bdf384798c9a0200cc957564d098af843,1fa531ec811cd8adf42e9433ec9b9a360bc30d9f,0,22/11/11,02/01/12,77,mvn-install publishes spymemcached test cases,"mvn-install publishes spymemcached test cases

Change-Id: Ida7f38c0bb94a420e24ec935a3b68e1d70cae6aa",0,0,0,1,0,1,1,NA,NA,
11103,Ie1bdaa247966a42d830fdce51b770fb36f4db324,http://review.couchbase.org/#/c/11103,2,25a791871901d981bbd51304b7530b45990d0cb1,4b3371bf2215b530ea91acd19465101dbaff5471,0,22/11/11,02/01/12,55,Remove unused dependencies,"Remove unused dependencies

Change-Id: Ie1bdaa247966a42d830fdce51b770fb36f4db324",0,0,0,1,0,1,1,NA,NA,
11104,I924eb5b3df30241b21b4dd101f5962268ea05911,http://review.couchbase.org/#/c/11104,2,d92bb03635afadd992e5da2b653cb3ab13a6fe6e,db33796ebe48a406a8256524f18a7e08dcdd1e2d,0,22/11/11,02/01/12,18,POM files now generate the correct scopes,"POM files now generate the correct scopes

Change-Id: I924eb5b3df30241b21b4dd101f5962268ea05911",0,0,0,1,0,1,1,NA,NA,
11105,I0dd8e0acbe9eecc06542ca4fee45de99c1844227,http://review.couchbase.org/#/c/11105,2,3595ed5d757c6f10118c97b2092d058850fa9794,16339ea223fb7bc6a0e68d55cc5eab156e258ce2,1,22/11/11,02/01/12,33,Remove tests that checked for Membase/Couchbase,"Remove tests that checked for Membase/Couchbase

Change-Id: I0dd8e0acbe9eecc06542ca4fee45de99c1844227",0,0,0,1,0,1,1,0,0,
11106,I90619ff869d49b31c09a227bb96e9f1d6dbe0d7b,http://review.couchbase.org/#/c/11106,2,34603c02ed9e1e90f28d32751c93d2a18ec927d3,35645cb9d5ebc9af25409098835ea8e36d727f0d,0,22/11/11,02/01/12,123,Only generate a version once in the build file,"Only generate a version once in the build file

Change-Id: I90619ff869d49b31c09a227bb96e9f1d6dbe0d7b",0,0,0,1,0,1,1,NA,NA,
11107,I35b144c70d382da5a862119cf762ca6383323f95,http://review.couchbase.org/#/c/11107,1,7ceae7fa6917c494350e0a10a7c3d764c595f687,37f0f3099a1f6780c1df7ba663e52ad2309a5e34,0,22/11/11,03/01/12,4,"Don't hardcode ""spymemcached"" the buildfile","Don't hardcode ""spymemcached"" the buildfile

Change-Id: I35b144c70d382da5a862119cf762ca6383323f95",0,0,0,1,0,1,1,NA,NA,
11108,I3cb98b7fe7be52e59fb96fe9fdd6ef04ce25ed04,http://review.couchbase.org/#/c/11108,1,37f0f3099a1f6780c1df7ba663e52ad2309a5e34,e9afa932c80f40fd01b4f81a52a31bb404e92b6e,0,22/11/11,03/01/12,8,Don't put test after ther version # on test jars,"Don't put test after ther version # on test jars

Change-Id: I3cb98b7fe7be52e59fb96fe9fdd6ef04ce25ed04",0,0,0,1,0,1,1,NA,NA,
11109,I9b10e2b4fbed283aa124f7db8a5ee91a163c2f40,http://review.couchbase.org/#/c/11109,1,e9afa932c80f40fd01b4f81a52a31bb404e92b6e,8e3e95608047543d3fd7803c24291f2aa9956acb,0,22/11/11,03/01/12,2,Fixed project description,"Fixed project description

Change-Id: I9b10e2b4fbed283aa124f7db8a5ee91a163c2f40",0,0,0,1,0,1,1,NA,NA,
12049,Idbab18ffa7d30400fb7c066f3ccdace2e93201e2,http://review.couchbase.org/#/c/12049,5,1ff0a18af366cc827acb6af4b055939448807a9f,755bc099e56657d26e8ba71d5094aa3fbb6ed276,1,04/01/12,08/01/12,2,Potential Refactoring of Java Client to couchbase-client and spymemcached,"Potential Refactoring of Java Client to couchbase-client and spymemcached

I had to make some minimal changes to spymemcache (changing access
modifiers) to make the refactoring happen.

This is not final(so no ant checkstyle yet :-)), but, if deemed
OK, we can make it final.

Change-Id: Idbab18ffa7d30400fb7c066f3ccdace2e93201e2",0,1,1,0,0,0,1,0,0,
12052,I49e28b2c89555ebbc24dc8db109fc5c0a7b40cf4,http://review.couchbase.org/#/c/12052,1,95da3210942e2411f7f0e6dd3afa237e58ea2725,dc20ca1f5e2032074bda38390738848ae7bdc8c7,1,04/01/12,06/01/12,4,SPY-69: Fixed CASMutator expiration issue,"SPY-69: Fixed CASMutator expiration issue

The cas call in this class wasn't using the function that allows
the expiration to be specified. As a result, if the CASMutator was
used and an item was already in memcached then the expiration would
be set to 0.

Change-Id: I49e28b2c89555ebbc24dc8db109fc5c0a7b40cf4",0,0,0,0,0,1,1,0,0,
12088,Ia6606f73d9fd8006ee4b714bbfc25e320370d414,http://review.couchbase.org/#/c/12088,1,bc99380d79456679d333cf6a5c1cacb1e422edbe,d6f8f0cca88f789e1d3af8305d692e25ea8a75e0,1,05/01/12,06/01/12,28,Added options to selectively run some tests for CI,"Added options to selectively run some tests for CI

Change-Id: Ia6606f73d9fd8006ee4b714bbfc25e320370d414",0,0,0,1,0,0,1,0,0,
12127,Ie2a589dc5040d465eb74bb7918f866165109d011,http://review.couchbase.org/#/c/12127,12,d6f8f0cca88f789e1d3af8305d692e25ea8a75e0,44b680f0f5a329fba5859d0349ec3cb73d217057,1,07/01/12,08/01/12,103,Added the capability to test based on different ports,"Added the capability to test based on different ports

Mmecached can start on different ports and the tests can be configured to
run correctly than using teh default 11211

Change-Id: Ie2a589dc5040d465eb74bb7918f866165109d011",0,1,0,0,0,0,1,0,0,
12137,Ie28277585c7da21e8ab4dbf5d738e69e24597a02,http://review.couchbase.org/#/c/12137,4,8d6a5654810ea8290c2bd06d0677eb8fa04f5f42,a60f4a064563e295fdf412677fb6c8ed69b2f03d,0,08/01/12,08/01/12,2,Added Capability to selectively run unit tests for CI,"Added Capability to selectively run unit tests for CI

Change-Id: Ie28277585c7da21e8ab4dbf5d738e69e24597a02",0,1,0,1,0,0,1,NA,NA,
12138,I497286aa37a37b251681e42a8fcdd45ce8dc5577,http://review.couchbase.org/#/c/12138,1,dcf4d14c5a3970f0d1d6e09081243de24abeda6a,ddf786a2be00bf58d76e895735c06d8990c47886,1,08/01/12,08/01/12,20,Fixed checkstyle errors,"Fixed checkstyle errors

Change-Id: I497286aa37a37b251681e42a8fcdd45ce8dc5577",0,0,0,1,0,1,1,0,0,
12139,I194dc2f7feb59d49579ec5123e21d17bbf3b6ef9,http://review.couchbase.org/#/c/12139,1,ddf786a2be00bf58d76e895735c06d8990c47886,c40f055f43e611abc7fce857ac3c1d65ff8875d3,1,08/01/12,08/01/12,46,Moved validateKey function to StringUtils class,"Moved validateKey function to StringUtils class

Change-Id: I194dc2f7feb59d49579ec5123e21d17bbf3b6ef9",0,0,0,1,0,1,1,0,0,
12141,I816a86405c4d0d4d696f72bcf115e98b1e8632aa,http://review.couchbase.org/#/c/12141,2,9bb1a11d2c5c5320fc93ee3374e0c8cece8f531a,be1d5438ece255ffbad533ec2f1c5d067405fc59,1,08/01/12,08/01/12,33,Removed server.type parameter,"Removed server.type parameter

Spymemcached is only meant to work against mecached now so we
don't need the ability to include/exclude tests.

Change-Id: I816a86405c4d0d4d696f72bcf115e98b1e8632aa",0,0,0,0,0,1,1,0,0,
12142,Ia2b64253cb24331e73806ebd92a2501f029439c4,http://review.couchbase.org/#/c/12142,6,2513eb288529700b6b5ea7089d54c996ba1de3b1,7f2dd61c357f16af14a0e994029f70be53b6fdee,1,08/01/12,08/01/12,106,Moved addOp() to MemcachedConnection,"Moved addOp() to MemcachedConnection

Change-Id: Ia2b64253cb24331e73806ebd92a2501f029439c4",0,1,0,1,0,1,1,0,0,
12143,I401beb3473631024d9362451cb5f3b0a4f72277d,http://review.couchbase.org/#/c/12143,2,5fd2d78d88890b648d1850bfb51d44358b876d0c,2e3ecc4d2be82fa3429e5ec5248cbcafd7b50016,1,08/01/12,08/01/12,15,Fixed javadoc warnings,"Fixed javadoc warnings

Change-Id: I401beb3473631024d9362451cb5f3b0a4f72277d",0,0,0,1,0,1,1,0,0,
12158,Ief2909d0177c944dc39023b205f5fad03f3acb97,http://review.couchbase.org/#/c/12158,2,2e3ecc4d2be82fa3429e5ec5248cbcafd7b50016,b36e1d3e27eaada07342139fcc9bb166cb87b737,1,09/01/12,11/01/12,653,Added a tap client back to Spymemcached,"Added a tap client back to Spymemcached

The tap client was removed from Spymemcached when we split the
project in two. Since Spymemcached supports some of tap I have
moved back only the code that makes sense. After this commit
Spymemcached will support only the tap dump command. Note I
have also left the tap custom function in case future versions
of memcached support more tap options and Spymemcached is unable
to keep up. This tapCustom function will also allow people who
write their own engines for memcached to take full advantage of
the tap protocol.

Change-Id: Ief2909d0177c944dc39023b205f5fad03f3acb97",0,0,0,0,1,1,1,1,1,
12283,I15821983ea2ebd07fd98feeb968ce9fa578ded0b,http://review.couchbase.org/#/c/12283,3,b36e1d3e27eaada07342139fcc9bb166cb87b737,674e4eb74271706a091a5f325302e64d21fefcdb,1,11/01/12,22/01/12,113,Add Iterator versions of getAsyncBulk and getBulk,"Add Iterator versions of getAsyncBulk and getBulk

Add the following methods to Memcached/MemcachedIF:
- <T> BulkFuture<Map<String, T>> asyncGetBulk(Iterator<String> keys,
      Iterator<Transcoder<T>> tcs);
- <T> BulkFuture<Map<String, T>> asyncGetBulk(Iterator<String> keys,
      Transcoder<T> tc);
- BulkFuture<Map<String, Object>> asyncGetBulk(Iterator<String> keys);
- <T> Map<String, T> getBulk(Iterator<String> keys, Transcoder<T> tc);
- Map<String, Object> getBulk(Iterator<String> keys);

Some times it is more convenient/memory efficent to pass in an
Iterator of keys than it is to have a Collection of them.

Example:

public PrefixAdderIterator implements Iterator<String> {

  private final String prefix;
  private final Iterator<String> iterator;
  public PrefixAdderIterator(String prefix,
         Iterator<String> iterator) {
    this.prefix = prefix;
    this.iterator = iterator;
  }
  ...
  public String next() {
    return prefix+iterator.next();
  }
 ...
}

rather than

 List<String> prefixedKeys = new ArrayList<String>();
 for (String key: keys) {
  prefixedKeys.add(prefix+key);
 }

Change-Id: I15821983ea2ebd07fd98feeb968ce9fa578ded0b",0,0,1,0,0,0,1,0,0,
12298,Ib5f8d76aa6ce05cf8f5c15980f29b8e93100d6a8,http://review.couchbase.org/#/c/12298,3,b2019acb2b778b4e374d1edd23ea27f96748b6dd,4d6b3b5f08e152a492f759dfd4d5b1accb837dcd,1,12/01/12,12/01/12,175,Split tap flags class into request and response,"Split tap flags class into request and response

Tap requests and responses flags have different meanings. They
should be represented by two different classes.

Change-Id: Ib5f8d76aa6ce05cf8f5c15980f29b8e93100d6a8",0,0,0,0,0,1,1,0,0,
12573,I90eaf4107ef8942855cb9c125d2428fe6076e538,http://review.couchbase.org/#/c/12573,3,542f7c4557a5c211f0b09bd3b0d613b01c4cad68,01f5e5b1e2909ff0a6dd2b0c0bd26ee16b72a020,0,22/01/12,22/01/12,45,More changes to publish maven repo. to ~/repo from ivy,"More changes to publish maven repo. to ~/repo from ivy

Change-Id: I90eaf4107ef8942855cb9c125d2428fe6076e538",0,0,0,1,0,0,1,NA,NA,
12575,I90f78654835939305bb0342f8442ea8a54cabd14,http://review.couchbase.org/#/c/12575,1,01f5e5b1e2909ff0a6dd2b0c0bd26ee16b72a020,2f449e5de565ceb2f343e30906292e91eaa25f6e,0,22/01/12,22/01/12,3,Added Javadocs JAR publication,"Added Javadocs JAR publication

Change-Id: I90f78654835939305bb0342f8442ea8a54cabd14",0,0,0,1,0,0,1,NA,NA,
12581,I2523f96e6e0fe1791876001bbc345a23674ba6dc,http://review.couchbase.org/#/c/12581,1,2f449e5de565ceb2f343e30906292e91eaa25f6e,16ecfddbb6ac1ad645daf9d7da17dea31b504d27,0,22/01/12,22/01/12,56,Changes to do a staging of Maven locally,"Changes to do a staging of Maven locally

Incorporated chanes Ife95d2f4, I34b46bc0, Ib71d9ab4 from
couchbase-java-client.

Change-Id: I2523f96e6e0fe1791876001bbc345a23674ba6dc",0,0,0,0,0,0,0,NA,NA,
12908,I9da7cc17eb5adedc9c2cac79ab562bab0fc7ba52,http://review.couchbase.org/#/c/12908,5,042f9f9d52f2e511cc248a7994122890e20f2ba8,f11ab89834f7002506b4e6938f2800cbcd984314,1,02/02/12,06/02/12,195,Added support for unlock on a key,"Added support for unlock on a key

Based on

http://code.google.com/p/spymemcached/issues/attachmentText?id=205&aid=2050003000&name=zynga-patch&token=43het0qMD0x7uoEWDTVfwQCYRZc%3A1328018112032

Change-Id: I9da7cc17eb5adedc9c2cac79ab562bab0fc7ba52",0,1,1,0,0,0,1,0,0,
13081,I68650e187eec5f79952dab1374bad0e07d5a6c30,http://review.couchbase.org/#/c/13081,5,b811d16e1d37a5f58525df408bf7b922641a6e2f,ef55bcf30242e46f45292284adc82af9eab8c978,1,08/02/12,20/02/12,287,Created TapStream abstraction,"Created TapStream abstraction

Previously when we created a tap stream we would only send it
to a single node in the memcached cluster. This fix creates
a tap stream abstraction that aggregates the tap streams
sent to each server and treats them as a single tap stream.

Change-Id: I68650e187eec5f79952dab1374bad0e07d5a6c30",0,1,1,0,0,1,1,1,1,
13084,I96f7fb126ab3f7879e590131ded7229f9f75bc31,http://review.couchbase.org/#/c/13084,4,0d5a27d73deaf79e456b7b3db64bea09d9b4738c,6e5a2b3e294e7f9cf8935aaf01a8eaafce84b9e8,1,08/02/12,20/02/12,106,Made TapAck its own class,"Made TapAck its own class

This will help reduce having duplicate code.

Change-Id: I96f7fb126ab3f7879e590131ded7229f9f75bc31",0,1,1,0,0,1,1,0,0,
13361,Ie627cd14631a01a0258d67337251c552e90aa3bc,http://review.couchbase.org/#/c/13361,4,7652c33ec5bb35a39d6a52bfe91afdfb951d95e5,22cb1c177a358f5521eac04b49ff2eadcb36db52,1,19/02/12,22/03/12,29,Added toString() for ResponseMessage.,"Added toString() for ResponseMessage.

Change-Id: Ie627cd14631a01a0258d67337251c552e90aa3bc",0,1,0,1,0,1,1,0,0,
13362,Ia5ed0e3a6a2074a1dac229904826fdd838e06b37,http://review.couchbase.org/#/c/13362,2,0565b855a87c1e084287ac99fcbd5278a7868b28,7e05bdba05977f6af4eeba18b0f8ec69fd33c411,1,19/02/12,20/02/12,10,"Enhanced TapTest, ensuring success with random leftovers.","Enhanced TapTest, ensuring success with random leftovers.

Change-Id: Ia5ed0e3a6a2074a1dac229904826fdd838e06b37",0,0,0,1,0,1,1,0,0,
13509,I5279eec0f642688013c9a8d98ca4a7922cae9d42,http://review.couchbase.org/#/c/13509,2,773b2695c70b635b3d6054d6df6da08674c5f1fb,911e359637977db53cf71e63657f863e4afe3679,1,23/02/12,21/03/12,4,Wait longer on tap data received.,"Wait longer on tap data received.

Change-Id: I5279eec0f642688013c9a8d98ca4a7922cae9d42",0,0,0,1,0,1,1,0,0,
13510,I63b69273cac194163b784211474ec2ff77bd7959,http://review.couchbase.org/#/c/13510,3,e15c8a7a51f9f3e50789d474bb60179a58dd0ec2,f67838b3df55d6110c9928efd80c013a94b68d59,1,23/02/12,21/03/12,22,Decode TAP mutation flags as host byte order.,"Decode TAP mutation flags as host byte order.

In trying to decode the item flags from a tap mutation, it was found
that the flags are stored in the server in network byte order, but when
sent over tap it goes through htonl() conversion, making it a double
conversion.  Since TAP is pretty well baked, we'll decode differently.

:(

Change-Id: I63b69273cac194163b784211474ec2ff77bd7959",0,0,0,0,0,1,1,0,0,
13570,Ic90fee141df1485ac55e6fdfc5a922f6a158803b,http://review.couchbase.org/#/c/13570,1,d7eb0b76fc72a2ee224e10bed80b9e97f13149ef,5e003d1a2eb932e9c0f2b6d4c655f65d26ae9aab,1,24/02/12,12/07/12,19,add TAP Opcodes for start/end checkpoint,"add TAP Opcodes for start/end checkpoint

Change-Id: Ic90fee141df1485ac55e6fdfc5a922f6a158803b",0,0,1,1,0,0,1,0,0,
13571,If646c70aaa345f3dd1191257dfcedc1aaacdc7b1,http://review.couchbase.org/#/c/13571,5,5e003d1a2eb932e9c0f2b6d4c655f65d26ae9aab,ab4963a5373f757fe80bebb3a03304d6d13d71d2,1,24/02/12,24/07/12,60,add support for TAP request/response with checkpoint info,"add support for TAP request/response with checkpoint info

Change-Id: If646c70aaa345f3dd1191257dfcedc1aaacdc7b1",0,1,1,1,0,0,1,0,0,
13995,I20ae1b176cb3bc764e993ab98254b15f69cba9ea,http://review.couchbase.org/#/c/13995,1,3e30647aefd8c271697fcb32d877bda26dc3f242,c66efdee060b8ddf4aeea79d9d3714995c34a893,1,16/03/12,21/03/12,72,Fixed handling of TAP flags.,"Fixed handling of TAP flags.

The request and response messages for flags were not following the defined
protocol for their data size.  Also, the logic in the setting of the flags
was incorrect, meaning it wasn't actually possible to determine which
flags were set.

A test that verifies correct behavior will be added in a later commit
that introduces test coverage for the ResponseMessage class.

Change-Id: I20ae1b176cb3bc764e993ab98254b15f69cba9ea",0,0,1,0,0,1,1,0,0,
13996,I68355b5ea10437c144a7b4a46adb7d005edfa0fc,http://review.couchbase.org/#/c/13996,3,570329a21823d872a255e1b7070fb120ac1f120c,869a0da3288a1f230cece3c602badfbacb190771,1,16/03/12,21/03/12,346,Add test coverage for ResponseMessage and fix to get bytes.,"Add test coverage for ResponseMessage and fix to get bytes.

This adds test coverage to the ResponseMessage.  This test was used for
finding and addressing a number of recent fixes and verifying correct support
for requesting the flags to be sent correctly in network byte order.  These
other fixes were added in recent commits.

Change-Id: I68355b5ea10437c144a7b4a46adb7d005edfa0fc",0,0,1,0,0,1,1,0,0,
14142,Ib3d344e7a0db28994017c515e1c56c4efdcfae19,http://review.couchbase.org/#/c/14142,1,e2fa0d36bc21a75ffebff602b7ef9b8afef7d540,908e3483518fb982f23435ee816d48a01e7e91dd,0,21/03/12,21/03/12,16,"Remove test for ""stats cachedump"".","Remove test for ""stats cachedump"".

In the most recent memcached memcached branch, stats cachedump
has been removed.  It now returns an error saying it's not supported.

See also:
http://code.google.com/p/memcached/issues/detail?id=207
http://www.couchbase.com/issues/browse/MB-4058
http://review.couchbase.org/#change,13854

Change-Id: Ib3d344e7a0db28994017c515e1c56c4efdcfae19",0,0,0,0,0,1,1,NA,NA,
